kanji,kname,kstroke,kmeaning,kgrade,kunyomi_ja,kunyomi,onyomi_ja,onyomi,examples,radical,rad_order,rad_stroke,rad_name_ja,rad_name,rad_meaning,rad_position_ja,rad_position
査,(shin)sa,9,"look into, investigate",5,,n/a,サ,sa,"[ [ ""検査する（けんさする）"", ""inspect"" ], [ ""調査する（ちょうさする）"", ""research, investigate"" ], [ ""捜査する（そうさする）"", ""investigate (criminal case)"" ], [ ""審査する（しんさする）"", ""examine"" ], [ ""巡査（じゅんさ）"", ""policeman"" ] ]",⽊,97,4,き,ki,"tree, wood",,
学,mana(bu),8,"study, educational, institution",1,まな、まなぶ,"mana, manabu",ガク,gaku,"[ [ ""学生（がくせい）"", ""student"" ], [ ""学者（がくしゃ）"", ""scholar"" ], [ ""大学（だいがく）"", ""university"" ], [ ""大学院（だいがくいん）"", ""graduate school"" ], [ ""奨学金（しょうがくきん）"", ""scholarship"" ], [ ""人類学（じんるいがく）"", ""anthropology"" ], [ ""言語学（げんごがく）"", ""linguistics"" ], [ ""学校（がっこう）"", ""school"" ], [ ""学期（がっき）"", ""term, semester"" ], [ ""学ぶ（まなぶ）"", ""study"" ] ]",⼦,46,3,こ,ko,"child, son",,
行,i(ku)-gyou,6,"go, act, line",2,い、いく、ゆ、ゆく、おこな、おこなう,"i, iku, yu, yuku, okona, okonau",コウ、ギョウ、アン,"kou, gyou, an","[ [ ""旅行する（りょこうする）"", ""travel"" ], [ ""歩行する（ほこうする）"", ""walk"" ], [ ""実行する（じっこうする）"", ""act, carry out, practice"" ], [ ""銀行（ぎんこう）"", ""bank"" ], [ ""行政（ぎょうせい）"", ""administration"" ], [ ""一行目（いちぎょうめ）"", ""first line"" ], [ ""行事（ぎょうじ）"", ""event"" ], [ ""行脚する（あんぎゃする）"", ""go on pilgrimage"" ], [ ""行く（いく/ゆく）"", ""go"" ], [ ""行き先（いきさき/ゆきさき）"", ""destination"" ], [ ""行う（おこなう）"", ""do"" ] ]",⾏,176,6,ぎょうがまえ,gyougamae,to go,"かまえ, ぎょうがまえ","kamae, gyougamae"
係,kei-kaka(ri),9,"connect, person in charge",3,かか、かかる、かかり、かかわる、かかわり,"kaka, kakaru, kakari, kakawaru, kakawari",ケイ,kei,"[ [ ""関係する（かんけいする）"", ""be related to"" ], [ ""連係する（れんけいする）"", ""work in a team"" ], [ ""係る（かかる）"", ""affect, concern, depend on"" ], [ ""係わる（かかわる）"", ""be involved"" ], [ ""係（かかり）"", ""person in charge"" ], [ ""案内係（あんないがかり）"", ""clerk at the information desk"" ] ]",⺅,11,2,にんべん,ninben,person ,へん,hen
訳,wake,11,"translate, sense, reason",6,わけ,wake,ヤク,yaku,"[ [ ""訳（やく）"", ""translation"" ], [ ""訳者（やくしゃ）"", ""translator"" ], [ ""訳す（やくす）"", ""translate"" ], [ ""通訳する（つうやくする）"", ""translate (speech)"" ], [ ""翻訳する（ほんやくする）"", ""translate (text)"" ], [ ""訳（わけ）"", ""reason"" ], [ ""言い訳（いいわけ）"", ""excuse [n.]"" ], [ ""申し訳ない（もうしわけない）"", ""inexcusable"" ] ]",,183,7,ごんべん,gonben,"words, to speak, say",へん,hen
課,(hou)ka(go),15,"section, lesson",4,,n/a,カ,ka,"[ [ ""一課（いっか）"", ""lesson one"" ], [ ""日課（にっか）"", ""daily routine"" ], [ ""放課後（ほうかご）"", ""after school"" ], [ ""人事課（じんじか）"", ""personnel department"" ], [ ""課長（かちょう）"", ""section manager"" ], [ ""課題（かだい）"", ""task"" ] ]",,183,7,ごんべん,gonben,"words, to speak, say",へん,hen
続,tsuzu(ku),13,continue,4,つづ、つづく、つづける、つづき,"tsuzu, tsuzuku, tsuzukeru, tsuzuki",ゾク,zoku,"[ [ ""継続する（けいぞくする）"", ""continue"" ], [ ""連続する（れんぞくする）"", ""occur in succession"" ], [ ""接続する（せつぞくする）"", ""connect"" ], [ ""続出する（ぞくしゅつする）"", ""appear one after another"" ], [ ""続く（つづく）"", ""continue [v.i.]"" ], [ ""続ける（つづける）"", ""continue [v.t.]"" ], [ ""手続き（てつづき）"", ""formalities, procedure"" ] ]",,158,6,いとへん,itohen,thread,へん,hen
際,sai-kiwa,14,"verge, occasion, edge",5,きわ,kiwa,サイ,sai,"[ [ ""実際に（じっさいに）"", ""in fact"" ], [ ""国際的な（こくさいてきな）"", ""international"" ], [ ""交際する（こうさいする）"", ""go out with, date"" ], [ ""際（きわ）"", ""edge"" ], [ ""間際（まぎわ）"", ""on the point of"" ], [ ""死に際（しにぎわ）"", ""verge of death"" ] ]",⻖,74,3,こざとへん,kozatohen,"hill, mound",へん,hen
望,bou-nozo(mi),11,"hope, desire, look after",4,のぞ、のぞむ、のぞみ,"nozo, nozomu, nozomi",ボウ、モウ,"bou, mou","[ [ ""希望する（きぼうする）"", ""hope [v.t.]"" ], [ ""要望する（ようぼうする）"", ""request [v.t.]"" ], [ ""絶望する（ぜつぼうする）"", ""despair [v.t.]"" ], [ ""失望する（しつぼうする）"", ""be disappointed"" ], [ ""望遠鏡（ぼうえんきょう）"", ""telescope"" ], [ ""欲望（よくぼう）"", ""desire [n.]"" ], [ ""本望（ほんもう）"", ""long cherished ambition"" ], [ ""望む（のぞむ）"", ""wish for"" ], [ ""望ましい（のぞましい）"", ""desirable"" ] ]",⽉,95,4,つき,tsuki,"moon, month, period",,
成,sei-na(ru),6,"form, achieve",4,な、なる、なす,"na, naru, nasu",セイ、ジョウ,"sei, jou","[ [ ""成功する（せいこうする）"", ""succeed [v.i.]"" ], [ ""成長する（せいちょうする）"", ""grow"" ], [ ""成立する（せいりつする）"", ""form, be born, be completed"" ], [ ""賛成する（さんせいする）"", ""agree"" ], [ ""完成する（かんせいする）"", ""complete, achieve"" ], [ ""成績（せいせき）"", ""grades (school)"" ], [ ""成人式（せいじんしき）"", ""coming-of-age celebration"" ], [ ""成就する（じょうじゅする）"", ""accomplish, fulfill"" ], [ ""成仏する（じょうぶつする）"", ""die (peacefully)"" ], [ ""成る（なる）"", ""become [v.i.]"" ], [ ""成す（なす）"", ""accomplish [v.t.]"" ] ]",⼽,81,4,ほこ,hoko,"spear, weapon",,
功,(sei)kou,5,"merit, success",4,,n/a,コウ、ク,"kou, ku","[ [ ""成功する（せいこうする）"", ""succeed"" ], [ ""年功序列（ねんこうじょれつ）"", ""achievement"" ], [ ""功績（こうせき）"", ""seniority system"" ], [ ""功労者（こうろうしゃ）"", ""meritorious person"" ], [ ""功徳（くどく）"", ""piousness, charity"" ] ]",⼒,24,2,ちから,chikara,power,,
約,yaku(soku),9,"promise, contract, approximately",4,,n/a,ヤク,yaku,"[ [ ""約一年（やくいちねん）"", ""about one year"" ], [ ""約束する（やくそくする）"", ""promise [v.t.]"" ], [ ""予約する（よやくする）"", ""reserve"" ], [ ""契約する（けいやくする）"", ""make a contract"" ], [ ""解約する（かいやくする）"", ""cancel a contract"" ], [ ""婚約する（こんやくする）"", ""get engaged (marriage)"" ], [ ""要約する（ようやくする）"", ""summarize"" ], [ ""節約する（せつやくする）"", ""save, conserve"" ], [ ""先約（せんやく）"", ""previous engagement"" ] ]",,158,6,いとへん,itohen,thread,へん,hen
束,taba(neru),7,"tie up, bundle",4,たば、たばねる,"taba, tabaneru",ソク,soku,"[ [ ""約束する（やくそくする）"", ""promise [v.t.]"" ], [ ""結束する（けっそくする）"", ""band together, unite"" ], [ ""束縛する（そくばくする）"", ""restrain, bind, shackle"" ], [ ""束ねる（たばねる）"", ""bundle [v.t.]"" ], [ ""花束（はなたば）"", ""bouquet"" ], [ ""札束（さつたば）"", ""roll of banknotes"" ], [ ""*束の間（つかのま）"", ""brief moment"" ] ]",⽊,97,4,き,ki,"tree, wood",,
家,ie,10,"house, family",2,いえ、や,"ie, ya",カ、ケ,"ka, ke","[ [ ""家族（かぞく）"", ""family"" ], [ ""家内（かない）"", ""wife"" ], [ ""家具（かぐ）"", ""furniture"" ], [ ""作曲家（さっきょくか）"", ""composer"" ], [ ""作家（さっか）"", ""writer, artist"" ], [ ""徳川家（とくがわけ）"", ""the House of Tokugawa"" ], [ ""家（いえ）"", ""house"" ], [ ""家出する（いえでする）"", ""run away from home"" ], [ ""家賃（やちん）"", ""rent"" ], [ ""一軒家（いっけんや）"", ""free standing home"" ], [ ""大家（おおや）"", ""landlord"" ], [ ""*家（うち）"", ""house, family"" ] ]",⼧,48,3,うかんむり,ukanmuri,"roof, house",かんむり,kanmuri
受,ju-u(keru),8,receive,3,う、うける、うかる,"u, ukeru, ukaru",ジュ,ju,"[ [ ""受講する（じゅこうする）"", ""attend class"" ], [ ""受賞する（じゅしょうする）"", ""win (a prize)"" ], [ ""受験する（じゅけんする）"", ""take an exam"" ], [ ""受信する（じゅしんする）"", ""receive (transmission)"" ], [ ""受動的な（じゅどうてきな）"", ""passive"" ], [ ""感受性（かんじゅせい）"", ""sensitivity"" ], [ ""受ける（うける）"", ""receive, accept, take [v.t.]"" ], [ ""受かる（うかる）"", ""pass (exam, interview) [v.i.]"" ], [ ""*受付（うけつけ）"", ""reception desk"" ] ]",⼜,33,2,また,mata,"again, right hand",,
有,yuu-a(ru),6,have,3,あ、ある,"a, aru",ユウ、ウ,"yuu, u","[ [ ""有料（ゆうりょう）"", ""toll"" ], [ ""有名な（ゆうめいな）"", ""famous"" ], [ ""有力な（ゆうりょくな）"", ""influential, powerful"" ], [ ""有利な（ゆうりな）"", ""advantageous"" ], [ ""有望な（ゆうぼうな）"", ""promising"" ], [ ""有害な（ゆうがいな）"", ""harmful"" ], [ ""有意義な（ゆういぎな）"", ""worthwhile"" ], [ ""所有する（しょゆうする）"", ""possess"" ], [ ""有無（うむ）"", ""presence or absence"" ], [ ""有る（ある）"", ""be, have"" ], [ ""有り難う（ありがとう）"", ""Thank you"" ] ]",⽉,95,4,つき,tsuki,"moon, month, period",,
点,ten(suu),9,point,2,,n/a,テン,ten,"[ [ ""点（てん）"", ""point, dot"" ], [ ""点線（てんせん）"", ""dotted line"" ], [ ""点字（てんじ）"", ""Braille"" ], [ ""点数（てんすう）"", ""points, grade, score"" ], [ ""得点（とくてん）"", ""points, score"" ], [ ""同点（どうてん）"", ""tie, draw (sports)"" ], [ ""欠点（けってん）"", ""defect [n.]"" ], [ ""焦点（しょうてん）"", ""focus [n.]"" ], [ ""終点（しゅうてん）"", ""last stop (e.g train)"" ], [ ""交差点（こうさてん）"", ""intersection"" ], [ ""点在する（てんざいする）"", ""be dotted with"" ], [ ""点滅する（てんめつする）"", ""blink, turn on and off"" ] ]",⺣,112,4,れっか,rekka,fire,あし,ashi
識,(nin)shiki,19,"discriminate, knowledge, know",5,,n/a,シキ,shiki,"[ [ ""知識（ちしき）"", ""knowledge"" ], [ ""常識（じょうしき）"", ""common sense"" ], [ ""良識（りょうしき）"", ""good sense"" ], [ ""認識する（にんしきする）"", ""recognize"" ], [ ""意識する（いしきする）"", ""be aware of"" ], [ ""識別する（しきべつする）"", ""discriminate"" ] ]",,183,7,ごんべん,gonben,"words, to speak, say",へん,hen
感,(sekinin)kan,13,"sense, feel",3,,n/a,カン,kan,"[ [ ""感じる（かんじる）"", ""feel, sense"" ], [ ""感動する（かんどうする）"", ""be deeply moved"" ], [ ""感謝する（かんしゃする）"", ""thank"" ], [ ""感心する（かんしんする）"", ""be impressed"" ], [ ""共感する（きょうかんする）"", ""sympathize"" ], [ ""感覚（かんかく）"", ""sense, sensation"" ], [ ""感情（かんじょう）"", ""feeling, emotion"" ], [ ""感想（かんそう）"", ""impression, thought, sentiments"" ], [ ""責任感（せきにんかん）"", ""sense of responsibility"" ], [ ""第六感（だいろっかん）"", ""sixth sense"" ], [ ""敏感な（びんかんな）"", ""sensitive"" ], [ ""鈍感な（どんかんな）"", ""thick skinned, insensitive"" ] ]",⼼,80,4,こころ,kokoro,"heart, mind, spirit",,
送,sou-oku(ru),9,send,3,おく、おくる,"oku, okuru",ソウ,sou,"[ [ ""発送する（はっそうする）"", ""ship [v.t.]"" ], [ ""返送する（へんそうする）"", ""send back"" ], [ ""郵送する（ゆうそうする）"", ""mail [v.t.]"" ], [ ""放送する（ほうそうする）"", ""broadcast [v.t.]"" ], [ ""送金する（そうきんする）"", ""send money"" ], [ ""送料（そうりょう）"", ""shipping fee"" ], [ ""送別会（そうべつかい）"", ""farewell party"" ], [ ""送る（おくる）"", ""send, spend time"" ], [ ""送り仮名（おくりがな）"", ""conjugational ending in kana"" ] ]",⻌,72,3,しんにょう,shinnyou,"road, walk, to advance",にょう,nyou
数,kazo(eru),13,"number, count",2,かず、かぞ、かぞえる,"kazu, kazo, kazoeru",スウ、ス,"suu, su","[ [ ""数学（すうがく）"", ""mathematics"" ], [ ""数字（すうじ）"", ""numeral, number, figures"" ], [ ""算数（さんすう）"", ""arithmetic"" ], [ ""多数（たすう）"", ""great number, majority"" ], [ ""少数（しょうすう）"", ""few, minority"" ], [ ""総数（そうすう）"", ""total (number)"" ], [ ""奇数（きすう）"", ""odd number"" ], [ ""偶数（ぐうすう）"", ""even number"" ], [ ""人数（にんずう）"", ""head count"" ], [ ""数寄屋（すきや）"", ""tea-ceremony arbor"" ], [ ""数（かず）"", ""number"" ], [ ""数える（かぞえる）"", ""count [v.t.]"" ] ]",⺙,86,4,ぼくづくり,bokuzukuri,"activity, to strike, hit",つくり,tsukuri
球,kyuu-tama,11,ball,3,たま,tama,キュウ,kyuu,"[ [ ""地球（ちきゅう）"", ""the earth"" ], [ ""電球（でんきゅう）"", ""light bulb"" ], [ ""野球（やきゅう）"", ""baseball"" ], [ ""卓球（たっきゅう）"", ""ping-pong"" ], [ ""球場（きゅうじょう）"", ""baseball stadium"" ], [ ""球根（きゅうこん）"", ""(plant) bulb"" ], [ ""球（たま）"", ""ball"" ] ]",,120,4,おうへん,ouhen,"jewelry, jeweled king",へん,hen
遊,aso(bu),12,play,3,あそ、あそび、あそぶ,"aso, asobi, asobu",ユウ、ユ,"yuu, yu","[ [ ""遊園地（ゆうえんち）"", ""amusement park"" ], [ ""遊説（ゆうぜい）"", ""election campaign"" ], [ ""物見遊山（ものみゆさん）"", ""a pleasure trip"" ], [ ""遊ぶ（あそぶ）"", ""play [v.i.]"" ] ]",⻌,72,3,しんにょう,shinnyou,"road, walk, to advance",にょう,nyou
招,mane(ku),8,invite,5,まね、まねく、まねき,"mane, maneku, maneki",ショウ,shou,"[ [ ""招待する（しょうたいする）"", ""invite"" ], [ ""招待状（しょうたいじょう）"", ""invitation letter"" ], [ ""招く（まねく）"", ""invite"" ], [ ""招き猫（まねきねこ）"", ""beckoning cat"" ] ]",⺘,77,3,てへん,tehen,hand,へん,hen
帰,ki-kae(ru),10,return,2,かえ、かえる,"kae, kaeru",キ,ki,"[ [ ""帰国する（きこくする）"", ""return to one's own country"" ], [ ""帰宅する（きたくする）"", ""return home"" ], [ ""復帰する（ふっきする）"", ""come back"" ], [ ""帰る（かえる）"", ""go home, go back"" ], [ ""日帰り（ひがえり）"", ""day trip"" ] ]",⼱,59,3,はば,haba,cloth,,
選,sen-era(bu),15,"choose, elect",4,えら、えらぶ,"era, erabu",セン,sen,"[ [ ""選択する（せんたくする）"", ""choose"" ], [ ""選考する（せんこうする）"", ""screen, select [v.t.]"" ], [ ""当選する（とうせんする）"", ""be elected"" ], [ ""抽選する（ちゅうせんする）"", ""draw (of lots)"" ], [ ""選挙（せんきょ）"", ""election"" ], [ ""選手（せんしゅ）"", ""player"" ], [ ""予選（よせん）"", ""preliminaries, try-outs"" ], [ ""選ぶ（えらぶ）"", ""choose"" ] ]",⻌,72,3,しんにょう,shinnyou,"road, walk, to advance",にょう,nyou
講,(ju)kou(suru),17,lecture,5,,n/a,コウ,kou,"[ [ ""講演（こうえん）"", ""lecture [n.]"" ], [ ""講義（こうぎ）"", ""lecture [n.]"" ], [ ""講座（こうざ）"", ""course"" ], [ ""講師（こうし）"", ""lecturer"" ], [ ""講堂（こうどう）"", ""auditorium"" ], [ ""休講（きゅうこう）"", ""lecture cancelled"" ], [ ""聴講する（ちょうこうする）"", ""audit (lecture)"" ], [ ""受講する（じゅこうする）"", ""take (class)"" ], [ ""開講する（かいこうする）"", ""start a new course"" ] ]",,183,7,ごんべん,gonben,"words, to speak, say",へん,hen
義,(sei)gi,13,"righteousness, meaning, justice",5,,n/a,ギ,gi,"[ [ ""義務（ぎむ）"", ""obligation, responsibility"" ], [ ""義理（ぎり）"", ""duty, debt, obligation"" ], [ ""義父（ぎふ）"", ""father-in-law"" ], [ ""義母（ぎぼ）"", ""mother-in-law"" ], [ ""正義（せいぎ）"", ""justice"" ], [ ""主義（しゅぎ）"", ""doctrine"" ], [ ""民主主義（みんしゅしゅぎ）"", ""democracy"" ], [ ""意義（いぎ）"", ""meaning"" ], [ ""定義（ていぎ）"", ""definition"" ], [ ""同義語（どうぎご）"", ""synonym"" ] ]",⺷,160,6,ひつじ,hitsuji,sheep,,
役,yaku(me),7,"service, role",3,,n/a,ヤク、エキ,"yaku, eki","[ [ ""役（やく）"", ""role"" ], [ ""役者（やくしゃ）"", ""actor, actress"" ], [ ""役割（やくわり）"", ""role, duties"" ], [ ""役所（やくしょ）"", ""public office"" ], [ ""役人（やくにん）"", ""government official"" ], [ ""役に立つ（やくにたつ）"", ""useful"" ], [ ""役立つ（やくだつ）"", ""useful"" ], [ ""使役（しえき）"", ""enslavement"" ], [ ""懲役（ちょうえき）"", ""imprisonment with hard labor"" ] ]",⼻,70,3,ぎょうにんべん,gyouninben,"step, stride, street, to go",へん,hen
立,ritsu-ta(tsu),5,"stand, establish",1,た、たて、たつ、たち、たてる,"ta, tate, tatsu, tachi, tateru",リツ、リュウ,"ritsu, ryuu","[ [ ""独立する（どくりつする）"", ""become independent"" ], [ ""自立する（じりつする）"", ""become independent"" ], [ ""確立する（かくりつする）"", ""establish [v.t.], be established"" ], [ ""成立する（せいりつする）"", ""form, be born, be completed"" ], [ ""対立する（たいりつする）"", ""confront"" ], [ ""国立（こくりつ）"", ""national"" ], [ ""私立（しりつ/わたくしりつ）"", ""private (establishment)"" ], [ ""立派な（りっぱな）"", ""splendid"" ], [ ""建立する（こんりゅうする）"", ""build (temple, monument, etc.)"" ], [ ""立つ（たつ）"", ""stand up [v.i.]"" ], [ ""立場（たちば）"", ""standpoint"" ], [ ""立てる（たてる）"", ""stand (something) up [v.t.]"" ] ]",⽴,148,5,たつ,tatsu,to stand,,
