ka_utf;kname;meaning;kstroke;onyomi_ja;onyomi;kunyomi_ja;kunyomi;grade;examples;dick;dicn;rad_utf;rad_order;rad_name_ja;rad_name;rad_meaning;rad_stroke;rad_position_ja;rad_position
反;han-so(ru);counter, anti-;4;ハン、ホン、タン;han, hon, tan;そ、そる、そらす;so, soru, sorasu;3;"[ [ ""反対する（はんたいする）"", ""disagree"" ], [ ""反抗する（はんこうする）"", ""rebel [v.i.]"" ], [ ""反応する（はんのうする）"", ""react"" ], [ ""反省する（はんせいする）"", ""reflect on"" ], [ ""違反する（いはんする）"", ""violate"" ], [ ""反感（はんかん）"", ""antipathy"" ], [ ""反戦（はんせん）"", ""anti-war"" ], [ ""反日（はんにち）"", ""anti-Japanese"" ], [ ""謀反（むほん）"", ""rebellion"" ], [ ""一反（いったん）"", ""one-tenth of a hectare"" ], [ ""反る（そる）"", ""curve [v.i.]"" ], [ ""反らす（そらす）"", ""bend [v.t.]"" ] ]";1869;817;⼜;33;また;mata;again, right hand;2;;
対;(han)tai;oppose, opposite, against;7;タイ、ツイ;tai, tsui;;n/a;3;"[ [ ""反対する（はんたいする）"", ""disagree, object"" ], [ ""対抗する（たいこうする）"", ""oppose, cope"" ], [ ""対応する（たいおうする）"", ""deal with"" ], [ ""対立する（たいりつする）"", ""confront"" ], [ ""対象（たいしょう）"", ""target [n.], object [n.]"" ], [ ""対日（たいにち）"", ""with respect to Japan"" ], [ ""絶対（ぜったい）"", ""absolute"" ], [ ""対等な（たいとうな）"", ""equivalent"" ], [ ""対（つい）"", ""pair, couple"" ] ]";556;2067;;49,5;すんづくり;sunzukuri;inch, (2.25 cm);3;つくり;tsukuri
恋;ren-koi;love;10;レン;ren;こ、こう、こい、こいしい、こいする;ko, kou, koi, koishii, koisuru;n/a;"[ [ ""恋愛（れんあい）"", ""love affair"" ], [ ""失恋する（しつれんする）"", ""be broken hearted"" ], [ ""恋う（こう）"", ""love [v.t.]"" ], [ ""恋する（こいする）"", ""love [v.t.]"" ], [ ""恋（こい）"", ""love [n.]"" ], [ ""恋人（こいびと）"", ""lover"" ], [ ""恋しい（こいしい）"", ""dear"" ], [ ""初恋（はつこい）"", ""first love"" ] ]";1331;313;⼼;80;こころ;kokoro;heart, mind, spirit;4;;
告;koku-tsu(geru);notify, tell, inform;7;コク;koku;つ、つぐ、つげる;tsu, tsugu, tsugeru;4;"[ [ ""報告する（ほうこくする）"", ""report [v.t.]"" ], [ ""忠告する（ちゅうこくする）"", ""advise, warn"" ], [ ""警告する（けいこくする）"", ""warn"" ], [ ""申告する（しんこくする）"", ""file a report"" ], [ ""告訴する（こくそする）"", ""accuse"" ], [ ""告白する（こくはくする）"", ""confess"" ], [ ""広告（こうこく）"", ""advertisement"" ], [ ""被告（ひこく）"", ""defendant"" ], [ ""原告（げんこく）"", ""prosecutor"" ], [ ""告げる（つげる）"", ""inform"" ], [ ""告げ口（つげぐち）"", ""tell on (someone) [n.]"" ] ]";1560;900;⼝;34;くち;kuchi;mouth;3;;
許;kyo-yuru(su);permit, allow;11;キョ;kyo;ゆる、ゆるす、ゆるし;yuru, yurusu, yurushi;5;"[ [ ""免許（めんきょ）"", ""license [n.]"" ], [ ""特許（とっきょ）"", ""patent [n.]"" ], [ ""許可する（きょかする）"", ""approve, permit, admit"" ], [ ""許す（ゆるす）"", ""allow, forgive, permit, admit"" ] ]";986;4324;;183;ごんべん;gonben;words, to speak, say;7;へん;hen
件;(ji)ken;matter;6;ケン;ken;;n/a;5;"[ [ ""件（けん）"", ""incident"" ], [ ""事件（じけん）"", ""incident, criminal case"" ], [ ""条件（じょうけん）"", ""condition [n.]"" ], [ ""用件（ようけん）"", ""(one's) business, concerns"" ], [ ""人件費（じんけんひ）"", ""cost of labor"" ] ]";35;368;⺅;11;にんべん;ninben;person ;2;へん;hen
小;chii(sai);small;3;ショウ;shou;ちい、ちいさい、こ、お;chii, chiisai, ko, o;1;"[ [ ""小説（しょうせつ）"", ""a novel"" ], [ ""小学校（しょうがっこう）"", ""elementary school"" ], [ ""最小（さいしょう）"", ""minimum"" ], [ ""大小（だいしょう）"", ""size"" ], [ ""小さい（ちいさい）"", ""small"" ], [ ""小麦（こむぎ）"", ""wheat"" ], [ ""小鳥（ことり）"", ""small bird"" ], [ ""小川（おがわ）"", ""small stream, brook"" ] ]";2;1355;⼩;50;しょう;shou;small;3;;
戻;modo(ru);return;7;レイ;rei;もど、もどす、もどる;modo, modosu, modoru;n/a;"[ [ ""返戻する（へんれいする）"", ""return [v.t.]"" ], [ ""戻す（もどす）"", ""restore, put back [v.t.]"" ], [ ""取り戻す（とりもどす）"", ""regain"" ], [ ""買い戻す（かいもどす）"", ""buy back"" ], [ ""払い戻し（はらいもどし）"", ""refund, rebate [n.]"" ], [ ""戻る（もどる）"", ""return [v.i.]"" ] ]";1234;1818;;83;とだれ;todare;door;4;たれ;tare
服;(you)fuku;clothes, clothing, submit;8;フク;fuku;;n/a;3;"[ [ ""服（ふく）"", ""clothes"" ], [ ""洋服（ようふく）"", ""Western-style clothes"" ], [ ""和服（わふく）"", ""Japanese clothes"" ], [ ""制服（せいふく）"", ""uniform"" ], [ ""服装（ふくそう）"", ""clothes"" ], [ ""服従する（ふくじゅうする）"", ""obey"" ], [ ""服役する（ふくえきする）"", ""serve time in prison"" ], [ ""克服する（こくふくする）"", ""conquer"" ], [ ""不服な（ふふくな）"", ""dissatisfied"" ], [ ""内服薬（ないふくやく）"", ""medicine taken internally"" ] ]";591;3741;⺝;95,5;つきへん;tsukihen;moon, month, period;4;へん;hen
曜;you(bi);day of the week;18;ヨウ;you;;n/a;2;"[ [ ""曜日（ようび）"", ""day of the week"" ], [ ""日曜日（にちようび）"", ""Sunday"" ], [ ""月曜日（げつようび）"", ""Monday"" ], [ ""火曜日（かようび）"", ""Tuesday"" ], [ ""水曜日（すいようび）"", ""Wednesday"" ], [ ""木曜日（もくようび）"", ""Thursday"" ], [ ""金曜日（きんようび）"", ""Friday"" ], [ ""土曜日（どようび）"", ""Saturday"" ] ]";749;2162;;93;ひへん;hihen;sun, day, time;4;へん;hen
品;shina;article, goods;9;ヒン;hin;しな;shina;3;"[ [ ""品質（ひんしつ）"", ""quality"" ], [ ""品種（ひんしゅ）"", ""brand"" ], [ ""作品（さくひん）"", ""work (of fiction, etc.) [n.]"" ], [ ""製品（せいひん）"", ""manufactured goods"" ], [ ""食品（しょくひん）"", ""food product"" ], [ ""商品（しょうひん）"", ""merchandise"" ], [ ""貴重品（きちょうひん）"", ""valuables"" ], [ ""上品な（じょうひんな）"", ""elegant"" ], [ ""返品する（へんぴんする）"", ""return (an item)"" ], [ ""品（しな）"", ""goods"" ], [ ""品物（しなもの）"", ""goods"" ], [ ""品切れ（しなぎれ）"", ""out of stock"" ] ]";1437;923;⼝;34;くち;kuchi;mouth;3;;
未;mi(rai);not yet;5;ミ;mi;いま、ま、いまだ、まだ;ima, ma, imada, mada;4;"[ [ ""未来（みらい）"", ""future [n.]"" ], [ ""未完成（みかんせい）"", ""unfinished"" ], [ ""未払い（みはらい）"", ""unpaid"" ], [ ""未婚（みこん）"", ""unmarried"" ], [ ""未成年（みせいねん）"", ""minority (as in age) [n.]"" ], [ ""未熟な（みじゅくな）"", ""inexperienced, immature"" ], [ ""前代未聞（ぜんだいみもん）"", ""unheard-of"" ], [ ""未だ（いまだ/まだ）"", ""as yet"" ] ]";2185;179;⽊;97;き;ki;tree, wood;4;;
完;kan(peki);complete;7;カン;kan;;n/a;4;"[ [ ""完成する（かんせいする）"", ""complete, finish"" ], [ ""完了する（かんりょうする）"", ""complete"" ], [ ""完結する（かんけつする）"", ""conclude, finish"" ], [ ""完備する（かんびする）"", ""equip fully"" ], [ ""完全な（かんぜんな）"", ""perfect"" ], [ ""完璧な（かんぺきな）"", ""flawless"" ] ]";1396;1288;⼧;48;うかんむり;ukanmuri;roof, house;3;かんむり;kanmuri
海;kai-umi;sea, ocean;9;カイ;kai;うみ;umi;2;"[ [ ""日本海（にほんかい）"", ""Sea of Japan"" ], [ ""航海（こうかい）"", ""sailing"" ], [ ""海岸（かいがん）"", ""coast"" ], [ ""海外（かいがい）"", ""abroad"" ], [ ""海水浴（かいすいよく）"", ""sea bathing"" ], [ ""海（うみ）"", ""sea"" ], [ ""海辺（うみべ）"", ""beach"" ], [ ""*海老（えび）"", ""shrimp"" ], [ ""*海苔（のり）"", ""sea seed sheet"" ] ]";284;2553;⺡;76;さんずい;sanzui;water;3;へん;hen
島;tou-shima;island;10;トウ;tou;しま;shima;3;"[ [ ""島民（とうみん）"", ""islander"" ], [ ""日本列島（にほんれっとう）"", ""Japanese archipelago"" ], [ ""半島（はんとう）"", ""peninsula"" ], [ ""無人島（むじんとう）"", ""deserted island"" ], [ ""島（しま）"", ""island"" ], [ ""島国（しまぐに）"", ""island country"" ], [ ""宝島（たからじま）"", ""treasure island"" ], [ ""島々（しまじま）"", ""islands"" ] ]";2081;230;⼭;54;やま;yama;mountain;3;;
級;(ni)kyuu;grade;9;キュウ;kyuu;;n/a;3;"[ [ ""進級する（しんきゅうする）"", ""advance (in school)"" ], [ ""級友（きゅうゆう）"", ""classmate"" ], [ ""同級生（どうきゅうせい）"", ""classmate"" ], [ ""上級（じょうきゅう）"", ""advanced level, senior"" ], [ ""中級（ちゅうきゅう）"", ""intermediate level"" ], [ ""初級（しょきゅう）"", ""elementary level"" ], [ ""高級（こうきゅう）"", ""high class"" ], [ ""低級（ていきゅう）"", ""low grade"" ], [ ""一級（いっきゅう）"", ""first class"" ], [ ""階級（かいきゅう）"", ""class, rank"" ] ]";859;3496;;158;いとへん;itohen;thread;6;へん;hen
顔;kao;face;18;ガン;gan;かお;kao;2;"[ [ ""洗顔する（せんがんする）"", ""wash one's face"" ], [ ""童顔（どうがん）"", ""baby-faced"" ], [ ""厚顔無恥（こうがんむち）"", ""brazen and unscrupulous"" ], [ ""顔（かお）"", ""(a person's) face"" ], [ ""顔色（かおいろ）"", ""complexion"" ], [ ""素顔（すがお）"", ""face with no make-up"" ], [ ""笑顔（えがお）"", ""smile, smiling face"" ] ]";1177;5139;⾴;217;おおがい;oogai;head, page;9;つくり;tsukuri
休;yasu(mi);rest;6;キュウ;kyuu;やす、やすむ、やすみ、やすめる;yasu, yasumu, yasumi, yasumeru;1;"[ [ ""休日（きゅうじつ）"", ""holiday"" ], [ ""週休（しゅうきゅう）"", ""weekly holiday"" ], [ ""休講（きゅうこう）"", ""a cancelled lecture"" ], [ ""休暇（きゅうか）"", ""vacation"" ], [ ""休み（やすみ）"", ""rest, absence, break, recess"" ], [ ""休む（やすむ）"", ""rest [v.i.]"" ], [ ""休める（やすめる）"", ""put to rest [v.t.]"" ] ]";36;380;⺅;11;にんべん;ninben;person ;2;へん;hen
面;men-omote;face, mask, surface;9;メン;men;おも、おもて、つら;omo, omote, tsura;3;"[ [ ""表面（ひょうめん）"", ""surface"" ], [ ""両面（りょうめん）"", ""both sides"" ], [ ""場面（ばめん）"", ""scene"" ], [ ""洗面所（せんめんじょ）"", ""washroom"" ], [ ""直面する（ちょくめんする）"", ""confront"" ], [ ""面接する（めんせつする）"", ""interview [v.t.]"" ], [ ""面倒くさい（めんどうくさい）"", ""troublesome"" ], [ ""面白い（おもしろい）"", ""interesting"" ], [ ""面（おもて）"", ""face"" ], [ ""面（つら）"", ""face [derogatory]"" ], [ ""仏頂面（ぶっちょうづら）"", ""sour look"" ], [ ""字面（じづら）"", ""typeface"" ] ]";1324;5087;⾯;214;めん;men;face, surface;9;;
企;kuwada(teru);project, plan, attempt;6;キ;ki;くわだ、くわだてる;kuwada, kuwadateru;n/a;"[ [ ""企業（きぎょう）"", ""enterprise"" ], [ ""企画（きかく）"", ""project [n.]"" ], [ ""企て（くわだて）"", ""plot [n.]"" ], [ ""企てる（くわだてる）"", ""plot [v.t.]"" ] ]";1276;373;𠆢;12;ひとやね;hitoyane;person ;2;かんむり;kanmuri
市;shi-ichi;city, market;5;シ;shi;いち;ichi;2;"[ [ ""横浜市（よこはまし）"", ""Yokohama city"" ], [ ""都市（とし）"", ""city, urban area"" ], [ ""市内（しない）"", ""(within a) city"" ], [ ""市外（しがい）"", ""outside the city"" ], [ ""市民（しみん）"", ""citizen"" ], [ ""市長（しちょう）"", ""mayor"" ], [ ""市役所（しやくしょ）"", ""city hall"" ], [ ""市場（しじょう/いちば）"", ""market (business) / market place"" ], [ ""市（いち）"", ""market place"" ], [ ""競り市（せりいち）"", ""auction market"" ] ]";1258;284;⼱;59;はば;haba;cloth;3;;
頼;tayo(ru);rely on, request;16;ライ;rai;たの、たのむ、たのもしい、たよ、たよる;tano, tanomu, tanomoshii, tayo, tayoru;n/a;"[ [ ""信頼する（しんらいする）"", ""trust [v.t.]"" ], [ ""依頼する（いらいする）"", ""request [v.t.]"" ], [ ""頼む（たのむ）"", ""request, ask"" ], [ ""頼もしい（たのもしい）"", ""trustworthy"" ], [ ""頼る（たよる）"", ""depend on"" ], [ ""頼りない（たよりない）"", ""undependable"" ] ]";1075;5129;⾴;217;おおがい;oogai;head, page;9;つくり;tsukuri
第;dai(ichi);ordinal number prefix, degree;11;ダイ;dai;;n/a;3;"[ [ ""第一（だいいち）"", ""first"" ], [ ""第六感（だいろっかん）"", ""sixth sense"" ], [ ""第三者（だいさんしゃ）"", ""third person"" ], [ ""次第に（しだいに）"", ""gradually"" ], [ ""落第する（らくだいする）"", ""fail, flunk"" ], [ ""及第点（きゅうだいてん）"", ""the cutoff point (for exams)"" ] ]";1706;3385;⺮;154;たけかんむり;takekanmuri;bamboo;6;かんむり;kanmuri
表;hyou-omote;express, surface, table;8;ヒョウ;hyou;おもて、あらわ、あらわす、あらわれる;omote, arawa, arawasu, arawareru;3;"[ [ ""表（ひょう）"", ""table, chart"" ], [ ""表情（ひょうじょう）"", ""facial expression"" ], [ ""表面（ひょうめん）"", ""surface"" ], [ ""予定表（よていひょう）"", ""schedule"" ], [ ""表現する（ひょうげんする）"", ""express [v.t.]"" ], [ ""代表する（だいひょうする）"", ""represent"" ], [ ""発表する（はっぴょうする）"", ""announce, present"" ], [ ""表（おもて）"", ""surface, front"" ], [ ""裏表（うらおもて）"", ""both sides"" ], [ ""表す（あらわす）"", ""show [v.t.]"" ], [ ""表れる（あらわれる）"", ""appear, come out [v.i.]"" ] ]";1572;108;⾐;177;ころも;koromo;clothing;6;;
将;shou(gun);general, officer;10;ショウ;shou;;n/a;6;"[ [ ""将来（しょうらい）"", ""future, prospects"" ], [ ""将軍（しょうぐん）"", ""general, shogun"" ], [ ""大将（たいしょう）"", ""general, admiral"" ], [ ""王将（おうしょう）"", ""king (shogi game)"" ] ]";336;2840;⼨;49;すん;sun;inch, (2.25 cm);3;;
希;ki(bou);hope, aspire;7;キ;ki;;n/a;4;"[ [ ""希望する（きぼうする）"", ""hope [v.t.]"" ], [ ""希求する（ききゅうする）"", ""aspire to, seek"" ], [ ""希望者（きぼうしゃ）"", ""candidate, a hopeful"" ] ]";1294;1470;⼱;59;はば;haba;cloth;3;;
場;jou-ba;place;12;ジョウ;jou;ば;ba;2;"[ [ ""入場する（にゅうじょうする）"", ""enter"" ], [ ""出場する（しゅつじょうする）"", ""participate (game)"" ], [ ""会場（かいじょう）"", ""assembly hall, meeting place"" ], [ ""式場（しきじょう）"", ""ceremonial hall"" ], [ ""工場（こうじょう）"", ""factory"" ], [ ""市場（しじょう）"", ""market (business)"" ], [ ""試験場（しけんじょう）"", ""examination room, laboratory"" ], [ ""野球場（やきゅうじょう）"", ""baseball field"" ], [ ""場所（ばしょ）"", ""location"" ], [ ""場面（ばめん）"", ""scene"" ], [ ""場合（ばあい）"", ""case"" ], [ ""立場（たちば）"", ""standpoint"" ] ]";408;1113;;38;つちへん;tsuchihen;earth;3;へん;hen
査;(shin)sa;look into, investigate;9;サ;sa;;n/a;5;"[ [ ""検査する（けんさする）"", ""inspect"" ], [ ""調査する（ちょうさする）"", ""research, investigate"" ], [ ""捜査する（そうさする）"", ""investigate (criminal case)"" ], [ ""審査する（しんさする）"", ""examine"" ], [ ""巡査（じゅんさ）"", ""policeman"" ] ]";1580;2235;⽊;97;き;ki;tree, wood;4;;
学;mana(bu);study, educational, institution;8;ガク;gaku;まな、まなぶ;mana, manabu;1;"[ [ ""学生（がくせい）"", ""student"" ], [ ""学者（がくしゃ）"", ""scholar"" ], [ ""大学（だいがく）"", ""university"" ], [ ""大学院（だいがくいん）"", ""graduate school"" ], [ ""奨学金（しょうがくきん）"", ""scholarship"" ], [ ""人類学（じんるいがく）"", ""anthropology"" ], [ ""言語学（げんごがく）"", ""linguistics"" ], [ ""学校（がっこう）"", ""school"" ], [ ""学期（がっき）"", ""term, semester"" ], [ ""学ぶ（まなぶ）"", ""study"" ] ]";1625;1271;⼦;46;こ;ko;child, son;3;;
行;i(ku)-gyou;go, act, line;6;コウ、ギョウ、アン;kou, gyou, an;い、いく、ゆ、ゆく、おこな、おこなう;i, iku, yu, yuku, okona, okonau;2;"[ [ ""旅行する（りょこうする）"", ""travel"" ], [ ""歩行する（ほこうする）"", ""walk"" ], [ ""実行する（じっこうする）"", ""act, carry out, practice"" ], [ ""銀行（ぎんこう）"", ""bank"" ], [ ""行政（ぎょうせい）"", ""administration"" ], [ ""一行目（いちぎょうめ）"", ""first line"" ], [ ""行事（ぎょうじ）"", ""event"" ], [ ""行脚する（あんぎゃする）"", ""go on pilgrimage"" ], [ ""行く（いく/ゆく）"", ""go"" ], [ ""行き先（いきさき/ゆきさき）"", ""destination"" ], [ ""行う（おこなう）"", ""do"" ] ]";157;4213;⾏;176;ぎょうがまえ;gyougamae;to go;6;かまえ, ぎょうがまえ;kamae, gyougamae
係;kei-kaka(ri);connect, person in charge;9;ケイ;kei;かか、かかる、かかり、かかわる、かかわり;kaka, kakaru, kakari, kakawaru, kakawari;3;"[ [ ""関係する（かんけいする）"", ""be related to"" ], [ ""連係する（れんけいする）"", ""work in a team"" ], [ ""係る（かかる）"", ""affect, concern, depend on"" ], [ ""係わる（かかわる）"", ""be involved"" ], [ ""係（かかり）"", ""person in charge"" ], [ ""案内係（あんないがかり）"", ""clerk at the information desk"" ] ]";73;449;⺅;11;にんべん;ninben;person ;2;へん;hen
